Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
AFSACPSO,1.0000,1576.6302,0.0000,1576.6302,1576.6302,1576.6302,191.3081,0.0000,4.0806,0.0000,4.1989,0.0000,141.9566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0327,0.0000,60.0327,1.00
PSO-Standard,1.0000,1629.9083,0.0000,1629.9083,1629.9083,1629.9083,166.9047,0.0000,2.8686,0.0000,5.5841,0.0000,161.8363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.3460,0.0000,22.3460,1.00
PSO-LDIW,1.0000,1617.7533,0.0000,1617.7533,1617.7533,1617.7533,149.6414,0.0000,1.5446,0.0000,4.4470,0.0000,217.2636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.5474,0.0000,23.5474,1.00
FIPS,1.0000,1729.0775,0.0000,1729.0775,1729.0775,1729.0775,212.5538,0.0000,4.2334,0.0000,4.7997,0.0000,155.5158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.1011,0.0000,23.1011,1.00
CLPSO,1.0000,1877.9767,0.0000,1877.9767,1877.9767,1877.9767,179.6719,0.0000,2.9855,0.0000,5.8319,0.0000,210.9352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.1149,0.0000,23.1149,1.00
SAEPSO [11],1.0000,1500.3794,0.0000,1500.3794,1500.3794,1500.3794,190.9478,0.0000,2.1736,0.0000,4.0022,0.0000,166.8710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.2555,0.0000,59.2555,1.00
SAEPSO* [11],1.0000,1572.2406,0.0000,1572.2406,1572.2406,1572.2406,158.3671,0.0000,2.6520,0.0000,4.7757,0.0000,172.3314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.9873,0.0000,21.9873,1.00
UAPSO [25],1.0000,1570.2071,0.0000,1570.2071,1570.2071,1570.2071,156.9896,0.0000,1.8744,0.0000,4.6529,0.0000,191.1545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,187.3667,0.0000,187.3667,1.00
