Run,Algorithm,Success,GlobalPathFitness,PathLength,TurningPenalty,ClimbingPenalty,HeightPenalty,CollisionPenalty,TerrainPenalty,DangerZonePenalty,DuplicatePenalty,TotalGlobalPlanTime,AvgGlobalPlanTime,NumGlobalPlans
1,AFSACPSO,1,1724.4796,217.4205,4.0734,3.8856,174.7152,0.0000,0.0000,0.0000,0.0000,44.3462,44.3462,1
1,SACPSO-Global,1,1546.0328,212.1211,4.3678,4.0744,122.2468,0.0000,0.0000,0.0000,0.0000,44.0730,44.0730,1
1,SACPSO-5Subgroup,1,1737.8280,174.4634,2.8538,3.4159,231.1453,0.0000,0.0000,0.0000,0.0000,35.5089,35.5089,1
1,SACPSO-PerParticle,1,1750.9345,158.9466,2.2566,4.5298,230.1244,0.0000,0.0000,0.0000,0.0000,33.7130,33.7130,1
2,AFSACPSO,1,1616.3567,235.2784,4.4095,3.0112,151.4579,0.0000,0.0000,0.0000,0.0000,43.9193,43.9193,1
2,SACPSO-Global,1,1606.3144,219.6497,4.5160,3.5392,142.2414,0.0000,0.0000,0.0000,0.0000,44.0765,44.0765,1
2,SACPSO-5Subgroup,1,1633.0560,200.6087,4.2953,4.0618,150.5710,0.0000,0.0000,0.0000,0.0000,36.5353,36.5353,1
2,SACPSO-PerParticle,1,1765.9770,161.0456,2.2572,6.3142,195.8207,0.0000,0.0000,0.0000,0.0000,33.1470,33.1470,1
3,AFSACPSO,1,1718.5616,175.1480,2.8276,4.3577,206.9678,0.0000,0.0000,0.0000,0.0000,44.6204,44.6204,1
3,SACPSO-Global,1,1573.4527,146.9390,1.4382,5.5473,186.6073,0.0000,0.0000,0.0000,0.0000,42.1115,42.1115,1
3,SACPSO-5Subgroup,1,1640.2253,187.5256,3.1755,4.1935,178.4004,0.0000,0.0000,0.0000,0.0000,34.8209,34.8209,1
3,SACPSO-PerParticle,1,1637.8333,146.9757,1.2057,5.6232,205.9492,0.0000,0.0000,0.0000,0.0000,34.3516,34.3516,1
4,AFSACPSO,1,1709.6018,194.2872,3.6107,3.8333,191.3624,0.0000,0.0000,0.0000,0.0000,44.4654,44.4654,1
4,SACPSO-Global,1,1634.4287,202.3118,4.6629,3.8574,146.8054,0.0000,0.0000,0.0000,0.0000,43.1975,43.1975,1
4,SACPSO-5Subgroup,1,1743.6260,186.0889,2.0174,3.0095,253.6408,0.0000,0.0000,0.0000,0.0000,36.6934,36.6934,1
4,SACPSO-PerParticle,1,1624.6411,172.3031,2.7517,4.3269,186.8951,0.0000,0.0000,0.0000,0.0000,33.1521,33.1521,1
5,AFSACPSO,1,1539.0902,226.9280,4.2983,3.2913,132.1021,0.0000,0.0000,0.0000,0.0000,45.4215,45.4215,1
5,SACPSO-Global,1,1582.1260,184.5725,3.1838,4.8683,150.8741,0.0000,0.0000,0.0000,0.0000,43.1372,43.1372,1
5,SACPSO-5Subgroup,1,1738.5696,152.3764,1.3454,4.6104,247.0742,0.0000,0.0000,0.0000,0.0000,34.5812,34.5812,1
5,SACPSO-PerParticle,1,1622.9460,226.0115,4.5368,3.8482,136.8785,0.0000,0.0000,0.0000,0.0000,33.9124,33.9124,1
6,AFSACPSO,1,1735.3866,180.2852,3.1443,5.2147,184.5821,0.0000,0.0000,0.0000,0.0000,44.6441,44.6441,1
6,SACPSO-Global,1,1652.6437,187.1906,3.7151,4.7711,158.3679,0.0000,0.0000,0.0000,0.0000,42.3674,42.3674,1
6,SACPSO-5Subgroup,1,1629.3874,151.0612,1.5622,3.6125,236.5977,0.0000,0.0000,0.0000,0.0000,35.1785,35.1785,1
6,SACPSO-PerParticle,1,1452.9950,191.1720,2.0924,3.6122,164.7471,0.0000,0.0000,0.0000,0.0000,33.3777,33.3777,1
7,AFSACPSO,1,1625.2239,163.5971,2.8203,4.6550,182.4053,0.0000,0.0000,0.0000,0.0000,44.8646,44.8646,1
7,SACPSO-Global,1,1560.6370,186.2757,2.2080,3.5203,193.2063,0.0000,0.0000,0.0000,0.0000,43.1724,43.1724,1
7,SACPSO-5Subgroup,1,1645.1284,146.8251,1.2246,5.4136,211.8078,0.0000,0.0000,0.0000,0.0000,35.0536,35.0536,1
7,SACPSO-PerParticle,1,1584.0065,185.5719,4.8007,4.3931,127.1437,0.0000,0.0000,0.0000,0.0000,33.2958,33.2958,1
8,AFSACPSO,1,1584.9511,152.4693,1.6297,4.5015,204.9764,0.0000,0.0000,0.0000,0.0000,45.3329,45.3329,1
8,SACPSO-Global,1,1474.4478,202.0780,2.7243,4.2685,138.7289,0.0000,0.0000,0.0000,0.0000,45.8165,45.8165,1
8,SACPSO-5Subgroup,1,1666.7740,189.1506,3.2236,4.2315,182.5655,0.0000,0.0000,0.0000,0.0000,34.4707,34.4707,1
8,SACPSO-PerParticle,1,1689.8959,166.1838,2.6048,3.2583,231.0813,0.0000,0.0000,0.0000,0.0000,33.7432,33.7432,1
9,AFSACPSO,1,1458.8562,194.8536,2.1909,3.3953,167.1453,0.0000,0.0000,0.0000,0.0000,45.8289,45.8289,1
9,SACPSO-Global,1,1388.0530,198.7965,2.4822,3.4213,141.1926,0.0000,0.0000,0.0000,0.0000,44.4969,44.4969,1
9,SACPSO-5Subgroup,1,1777.8562,180.8724,3.1294,5.2378,194.7832,0.0000,0.0000,0.0000,0.0000,34.3659,34.3659,1
9,SACPSO-PerParticle,1,1680.2827,154.9687,1.3593,5.1725,219.4205,0.0000,0.0000,0.0000,0.0000,33.1247,33.1247,1
10,AFSACPSO,1,1467.9711,201.4984,2.7321,3.9628,143.5584,0.0000,0.0000,0.0000,0.0000,47.9309,47.9309,1
10,SACPSO-Global,1,1441.1465,195.1776,2.1852,3.5113,160.2850,0.0000,0.0000,0.0000,0.0000,42.0270,42.0270,1
10,SACPSO-5Subgroup,1,1738.6554,155.1433,1.3330,5.9678,217.9211,0.0000,0.0000,0.0000,0.0000,35.8633,35.8633,1
10,SACPSO-PerParticle,1,1663.0150,156.1911,2.2225,5.7511,184.5570,0.0000,0.0000,0.0000,0.0000,33.1744,33.1744,1
11,AFSACPSO,1,1453.3795,202.2292,2.9889,3.9312,134.9137,0.0000,0.0000,0.0000,0.0000,47.7745,47.7745,1
11,SACPSO-Global,1,1610.1821,165.6120,2.9812,4.9020,169.3078,0.0000,0.0000,0.0000,0.0000,40.5075,40.5075,1
11,SACPSO-5Subgroup,1,1708.9652,171.2136,2.8303,4.3098,207.1504,0.0000,0.0000,0.0000,0.0000,34.6913,34.6913,1
11,SACPSO-PerParticle,1,1622.5305,154.8242,1.8902,4.3654,210.7990,0.0000,0.0000,0.0000,0.0000,33.6491,33.6491,1
12,AFSACPSO,1,1750.5340,170.3018,1.9664,5.9689,201.3560,0.0000,0.0000,0.0000,0.0000,43.9927,43.9927,1
12,SACPSO-Global,1,1434.4293,179.7016,2.1904,4.2262,150.0515,0.0000,0.0000,0.0000,0.0000,43.7835,43.7835,1
12,SACPSO-5Subgroup,1,1691.5679,158.5955,1.5062,3.4925,252.6723,0.0000,0.0000,0.0000,0.0000,34.9396,34.9396,1
12,SACPSO-PerParticle,1,1653.9479,147.2232,1.2861,6.1971,196.2427,0.0000,0.0000,0.0000,0.0000,32.9733,32.9733,1
13,AFSACPSO,1,1559.5996,155.2459,1.6460,4.8860,189.1314,0.0000,0.0000,0.0000,0.0000,43.8590,43.8590,1
13,SACPSO-Global,1,1573.1082,220.8457,4.6984,4.0027,119.9851,0.0000,0.0000,0.0000,0.0000,42.8605,42.8605,1
13,SACPSO-5Subgroup,1,1631.7039,149.4505,2.1192,5.8340,179.9640,0.0000,0.0000,0.0000,0.0000,35.0239,35.0239,1
13,SACPSO-PerParticle,1,1624.6231,146.9852,1.2172,4.8414,218.6910,0.0000,0.0000,0.0000,0.0000,33.2580,33.2580,1
14,AFSACPSO,1,1626.8753,152.9344,1.6749,4.4579,215.2306,0.0000,0.0000,0.0000,0.0000,46.4733,46.4733,1
14,SACPSO-Global,1,1484.7250,162.3785,1.8760,4.3225,174.3878,0.0000,0.0000,0.0000,0.0000,42.0434,42.0434,1
14,SACPSO-5Subgroup,1,1602.7112,178.0616,3.5355,5.3612,141.1378,0.0000,0.0000,0.0000,0.0000,35.5137,35.5137,1
14,SACPSO-PerParticle,1,1670.1323,163.8104,2.8388,4.6853,192.5250,0.0000,0.0000,0.0000,0.0000,34.5058,34.5058,1
15,AFSACPSO,1,1625.8991,203.2995,4.1892,4.1182,148.6961,0.0000,0.0000,0.0000,0.0000,34.3441,34.3441,1
15,SACPSO-Global,1,1735.9507,203.6741,5.6381,3.7030,154.5173,0.0000,0.0000,0.0000,0.0000,38.1142,38.1142,1
15,SACPSO-5Subgroup,1,1615.6419,165.7426,2.6112,4.1924,193.1101,0.0000,0.0000,0.0000,0.0000,34.7079,34.7079,1
15,SACPSO-PerParticle,1,1701.6983,151.4760,1.3276,6.5045,199.1409,0.0000,0.0000,0.0000,0.0000,33.4893,33.4893,1
16,AFSACPSO,1,1628.4192,151.6521,1.5938,5.3713,198.8098,0.0000,0.0000,0.0000,0.0000,34.4093,34.4093,1
16,SACPSO-Global,1,1480.5966,202.1878,2.7555,3.9713,145.7612,0.0000,0.0000,0.0000,0.0000,38.8793,38.8793,1
16,SACPSO-5Subgroup,1,1763.0375,212.4689,3.8301,4.7274,173.9491,0.0000,0.0000,0.0000,0.0000,34.9685,34.9685,1
16,SACPSO-PerParticle,1,1820.9141,198.9383,3.6136,4.9248,194.4540,0.0000,0.0000,0.0000,0.0000,33.6847,33.6847,1
17,AFSACPSO,1,1625.3446,181.1928,4.0357,4.1316,160.6878,0.0000,0.0000,0.0000,0.0000,34.1720,34.1720,1
17,SACPSO-Global,1,1589.3752,155.5735,2.9173,6.0773,145.1327,0.0000,0.0000,0.0000,0.0000,37.5885,37.5885,1
17,SACPSO-5Subgroup,1,1727.2600,155.4638,1.6686,5.2797,222.2816,0.0000,0.0000,0.0000,0.0000,33.7069,33.7069,1
17,SACPSO-PerParticle,1,1754.9858,154.7547,1.4186,4.3293,254.5174,0.0000,0.0000,0.0000,0.0000,35.5098,35.5098,1
18,AFSACPSO,1,1613.6715,183.4138,3.9395,4.3808,153.6559,0.0000,0.0000,0.0000,0.0000,35.1595,35.1595,1
18,SACPSO-Global,1,1389.9488,191.7567,2.5262,3.6735,138.4284,0.0000,0.0000,0.0000,0.0000,37.9766,37.9766,1
18,SACPSO-5Subgroup,1,1620.0681,175.7867,3.1387,4.3464,175.8339,0.0000,0.0000,0.0000,0.0000,34.5325,34.5325,1
18,SACPSO-PerParticle,1,1724.8828,153.3282,1.3586,4.6403,242.3575,0.0000,0.0000,0.0000,0.0000,33.8432,33.8432,1
19,AFSACPSO,1,1530.4058,156.8852,1.6133,4.5536,188.7547,0.0000,0.0000,0.0000,0.0000,33.7871,33.7871,1
19,SACPSO-Global,1,1852.9520,351.5951,6.2155,1.8395,148.9268,0.0000,0.0000,0.0000,0.0000,38.9574,38.9574,1
19,SACPSO-5Subgroup,1,1655.6283,167.3416,2.9406,5.5353,167.6008,0.0000,0.0000,0.0000,0.0000,33.8533,33.8533,1
19,SACPSO-PerParticle,1,1623.2215,149.4164,1.5334,4.8948,209.6278,0.0000,0.0000,0.0000,0.0000,34.5804,34.5804,1
