Run,Algorithm,Success,GlobalPathFitness,PathLength,TurningPenalty,ClimbingPenalty,HeightPenalty,CollisionPenalty,TerrainPenalty,DangerZonePenalty,DuplicatePenalty,TotalGlobalPlanTime,AvgGlobalPlanTime,NumGlobalPlans
1,AFSACPSO,1,1665.9491,196.0713,3.3887,4.6250,167.8400,0.0000,0.0000,0.0000,0.0000,35.4689,35.4689,1
1,SACPSO-Global,1,1388.5648,193.4021,2.5042,3.5852,139.6943,0.0000,0.0000,0.0000,0.0000,36.5127,36.5127,1
1,SACPSO-5Subgroup,1,1734.3898,152.0852,1.4766,6.1984,210.3320,0.0000,0.0000,0.0000,0.0000,39.1186,39.1186,1
1,SACPSO-PerParticle,1,1604.5741,222.5982,4.5314,3.5464,140.1060,0.0000,0.0000,0.0000,0.0000,38.6460,38.6460,1
2,AFSACPSO,1,1663.0170,209.8624,4.0308,3.9801,161.4164,0.0000,0.0000,0.0000,0.0000,35.5879,35.5879,1
2,SACPSO-Global,1,1607.8173,214.5384,4.5966,3.7419,138.8446,0.0000,0.0000,0.0000,0.0000,36.5318,36.5318,1
2,SACPSO-5Subgroup,1,1728.9933,158.5212,1.5029,3.7307,257.1646,0.0000,0.0000,0.0000,0.0000,38.5440,38.5440,1
2,SACPSO-PerParticle,1,1461.9741,200.7639,2.3442,3.4307,161.5329,0.0000,0.0000,0.0000,0.0000,38.5904,38.5904,1
3,AFSACPSO,1,1451.7822,186.7734,2.0335,3.6246,167.2454,0.0000,0.0000,0.0000,0.0000,35.5853,35.5853,1
3,SACPSO-Global,1,1462.5234,200.4208,2.3223,4.2280,145.6579,0.0000,0.0000,0.0000,0.0000,35.9472,35.9472,1
3,SACPSO-5Subgroup,1,1741.4375,164.3447,1.9477,4.7656,227.0221,0.0000,0.0000,0.0000,0.0000,37.8783,37.8783,1
3,SACPSO-PerParticle,1,1685.5412,185.9208,3.6108,4.7147,170.4702,0.0000,0.0000,0.0000,0.0000,38.0442,38.0442,1
4,AFSACPSO,1,1486.7315,180.9118,1.9266,3.8830,175.2691,0.0000,0.0000,0.0000,0.0000,36.0348,36.0348,1
4,SACPSO-Global,1,1307.6629,201.7073,2.6005,3.4082,117.6902,0.0000,0.0000,0.0000,0.0000,35.5452,35.5452,1
4,SACPSO-5Subgroup,1,1751.4054,161.7234,2.4834,5.0491,213.5408,0.0000,0.0000,0.0000,0.0000,38.5563,38.5563,1
4,SACPSO-PerParticle,1,1454.9285,182.5991,2.4289,4.5028,143.2392,0.0000,0.0000,0.0000,0.0000,37.5018,37.5018,1
5,AFSACPSO,1,1687.1984,174.2484,2.2329,4.6847,205.0792,0.0000,0.0000,0.0000,0.0000,35.1120,35.1120,1
5,SACPSO-Global,1,1553.0094,218.2601,4.2549,3.3626,138.6132,0.0000,0.0000,0.0000,0.0000,35.9401,35.9401,1
5,SACPSO-5Subgroup,1,1674.4640,157.5562,1.9836,5.4122,198.8888,0.0000,0.0000,0.0000,0.0000,38.1883,38.1883,1
5,SACPSO-PerParticle,1,1488.0010,199.5252,2.8293,4.5633,134.8526,0.0000,0.0000,0.0000,0.0000,37.8858,37.8858,1
6,AFSACPSO,1,1430.2609,192.6927,2.1334,3.4637,160.6713,0.0000,0.0000,0.0000,0.0000,35.7966,35.7966,1
6,SACPSO-Global,1,1582.5765,193.1572,4.0760,3.9731,147.4721,0.0000,0.0000,0.0000,0.0000,35.2324,35.2324,1
6,SACPSO-5Subgroup,1,1625.4738,181.7625,1.9509,3.1837,223.6642,0.0000,0.0000,0.0000,0.0000,38.6447,38.6447,1
6,SACPSO-PerParticle,1,1657.2664,151.3406,1.2563,5.9589,200.9418,0.0000,0.0000,0.0000,0.0000,37.7711,37.7711,1
7,AFSACPSO,1,1455.7383,194.3005,2.2875,3.2731,167.1299,0.0000,0.0000,0.0000,0.0000,36.0635,36.0635,1
7,SACPSO-Global,1,1458.4556,200.2515,2.3227,3.2627,164.8130,0.0000,0.0000,0.0000,0.0000,36.9503,36.9503,1
7,SACPSO-5Subgroup,1,1383.4673,180.7655,2.1769,4.3971,133.5914,0.0000,0.0000,0.0000,0.0000,38.9148,38.9148,1
7,SACPSO-PerParticle,1,1771.4910,153.7794,1.3765,4.6065,254.1522,0.0000,0.0000,0.0000,0.0000,36.5032,36.5032,1
8,AFSACPSO,1,1423.7797,184.0798,2.0362,4.0647,152.1421,0.0000,0.0000,0.0000,0.0000,35.4640,35.4640,1
8,SACPSO-Global,1,1385.1702,203.6715,3.1225,3.9829,113.4022,0.0000,0.0000,0.0000,0.0000,36.0000,36.0000,1
8,SACPSO-5Subgroup,1,1691.4884,153.8513,1.7918,5.7701,201.2082,0.0000,0.0000,0.0772,0.0000,37.7843,37.7843,1
8,SACPSO-PerParticle,1,1536.0651,183.6988,2.0428,4.1351,178.7696,0.0000,0.0000,0.0000,0.0000,38.0506,38.0506,1
9,AFSACPSO,1,1876.6805,173.8229,2.6222,5.3586,230.4771,0.0000,0.0000,0.0000,0.0000,35.0201,35.0201,1
9,SACPSO-Global,1,1396.9003,192.7667,2.5316,3.6102,140.9506,0.0000,0.0000,0.0000,0.0000,36.6798,36.6798,1
9,SACPSO-5Subgroup,1,1625.3134,230.2004,4.3274,3.3764,149.9162,0.0000,0.0000,0.0000,0.0000,38.9457,38.9457,1
9,SACPSO-PerParticle,1,1414.3158,197.8937,2.5221,3.7820,139.7876,0.0000,0.0000,0.0000,0.0000,37.5910,37.5910,1
10,AFSACPSO,1,1423.7151,189.6203,2.1226,3.4905,159.9802,0.0000,0.0000,0.0000,0.0000,35.7077,35.7077,1
10,SACPSO-Global,1,1783.7168,163.3093,2.6370,5.9337,199.3288,0.0000,0.0000,0.0006,0.0000,34.9209,34.9209,1
