Run,Algorithm,Success,GlobalPathFitness,PathLength,TurningPenalty,ClimbingPenalty,HeightPenalty,CollisionPenalty,TerrainPenalty,DangerZonePenalty,DuplicatePenalty,TotalGlobalPlanTime,AvgGlobalPlanTime,NumGlobalPlans
1,AFSACPSO,1,12560.5093,294.5579,1.4022,2.1467,168.0643,0.0000,11101.5853,0.0000,0.0000,77.2666,77.2666,1
1,SACPSO-Global,1,12262.2372,389.4980,1.5976,0.5224,83.7041,0.0000,11101.5853,0.0000,0.0000,81.0104,81.0104,1
1,SACPSO-5Subgroup,1,12555.0122,297.6927,1.0533,2.2236,171.0494,0.0000,11101.5853,0.0000,0.0000,74.9488,74.9488,1
1,SACPSO-PerParticle,1,12716.8703,305.3452,0.9735,2.3036,208.3207,0.0000,11101.5853,0.0000,0.0000,75.4099,75.4099,1
2,AFSACPSO,1,12278.3991,338.6353,2.6243,0.6032,85.8647,0.0000,11101.5853,0.0000,0.0000,76.9377,76.9377,1
2,SACPSO-Global,1,12264.5241,361.8079,2.8107,0.2412,76.4002,0.0000,11101.5853,0.0000,0.0000,80.0759,80.0759,1
2,SACPSO-5Subgroup,1,12593.9831,326.4831,1.4055,1.8186,169.8977,0.0000,11101.5853,0.0000,0.0000,77.9577,77.9577,1
2,SACPSO-PerParticle,1,12530.2702,292.6353,0.8392,2.2340,171.2153,0.0000,11101.5853,0.0000,0.0000,74.8852,74.8852,1
3,AFSACPSO,1,12222.4470,320.3846,1.4479,0.8507,98.8334,0.0000,11101.5853,0.0000,0.0000,76.7738,76.7738,1
3,SACPSO-Global,1,12263.4092,399.2498,1.6242,0.4795,80.2751,0.0000,11101.5853,0.0000,0.0000,80.3054,80.3054,1
3,SACPSO-5Subgroup,1,12235.6238,340.2236,2.3561,0.3217,85.9615,0.0000,11101.5853,0.0000,0.0000,74.9914,74.9914,1
3,SACPSO-PerParticle,1,12710.2363,316.4991,1.0643,2.3502,199.1521,0.0000,11101.5853,0.0000,0.0000,75.5202,75.5202,1
4,AFSACPSO,1,12367.4533,352.4304,2.7024,0.6198,100.4084,0.0000,11101.5853,0.0000,0.0000,75.7336,75.7336,1
4,SACPSO-Global,1,12340.9105,322.1534,3.1466,0.9604,90.0396,0.0000,11101.5853,0.0000,0.0000,79.6200,79.6200,1
