Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
AFSACPSO,1.0000,1586.7056,144.6182,1573.0769,1408.1891,1876.6805,187.3364,16.8038,2.5288,0.9066,4.0396,0.8578,181.7778,29.4607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.9509,2.4501,34.9509,1.00
SACPSO-Global,1.0000,1500.7754,112.2676,1488.4318,1294.4673,1783.7168,195.7097,15.4521,2.9751,1.0335,3.9293,0.7123,149.8062,24.1228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,36.1434,2.8933,36.1434,1.00
SACPSO-5Subgroup,1.0000,1632.8151,132.7027,1631.9680,1383.4673,1871.9931,177.4294,23.1102,2.3418,0.8692,4.4163,0.9346,193.4820,34.5246,0.0000,0.0000,0.0000,0.0000,0.0026,0.0141,0.0000,0.0000,36.5337,3.3422,36.5337,1.00
SACPSO-PerParticle,1.0000,1593.6576,162.4803,1534.2333,1390.4766,2007.8464,191.9876,24.6713,2.9113,1.0688,4.1966,0.7215,170.1204,39.1278,0.0000,0.0000,0.0000,0.0000,0.8706,4.7685,0.0000,0.0000,35.5711,3.1186,35.5711,1.00
