Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
RLAMPSO [36],1.0000,1749.7269,89.6282,1731.8385,1631.5589,2010.6184,164.2613,14.5550,2.4093,0.8657,4.6926,0.7725,221.0322,18.7758,0.0000,0.0000,0.0000,0.0000,0.0001,0.0006,0.0000,0.0000,48.6454,7.5319,48.6454,1.00
DQN-PSO [34],1.0000,1923.5571,221.2469,1882.8187,1542.4385,2524.2956,176.1992,21.2200,2.5953,1.3534,5.2936,0.8764,243.1215,39.1871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.8737,11.1784,110.8737,1.00
SAC-SAPSO [40],1.0000,1720.1860,90.8296,1714.4728,1446.9398,1874.8405,161.7773,15.2635,2.1163,0.6894,4.7939,0.9016,218.6006,26.6738,0.0000,0.0000,0.0000,0.0000,0.3050,1.6689,0.0000,0.0000,36.6820,2.8196,36.6820,1.00
PPO-PSO,1.0000,1534.7464,134.7629,1534.5632,1295.0178,1917.9605,197.9743,21.6914,3.2145,1.2899,3.9670,0.6695,151.5825,28.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.2680,5.7938,61.2680,1.00
MPSORL,1.0000,1516.7499,91.5312,1493.5343,1320.0534,1779.8844,197.5980,14.2153,2.9545,0.9338,4.0395,0.5199,151.1459,24.4528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.9817,2.7662,33.9817,1.00
AFSACPSO,1.0000,1627.9864,107.7380,1642.6938,1391.7497,1857.0567,163.5561,16.5445,2.0121,0.6702,5.0981,1.0233,190.7207,28.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.0077,8.3157,80.0077,1.00
