scenario_id,metric_name,algorithm_1,algorithm_2,n_pairs,mean_1,mean_2,mean_diff,ci95_low,ci95_high,t_stat,p_raw_t,p_holm_t,sig_holm_t,cohen_dz,wilcoxon_W,p_raw_wilcoxon,p_holm_wilcoxon,sig_holm_wilcoxon,rank_biserial_r
3,global_fitness_total,RLAMPSO [36],DQN-PSO [34],30,1749.72685493016,1923.55713022759,-173.830275297432,-274.479730984118,-73.1808196107469,-3.53228767419682,0.00140025300180224,0.00700126500901121,1,-0.644904546251686,97,0.00549094779882031,0.0206130372126374,1,-0.582795698924731
3,global_fitness_total,RLAMPSO [36],SAC-SAPSO [40],30,1749.72685493016,1720.1860384831,29.5408164470606,-22.6141131347391,81.6957460288603,1.15842843494366,0.256140335572874,0.512280671145747,0,0.211499128358016,265,0.510418067579376,1,0,0.139784946236559
3,global_fitness_total,RLAMPSO [36],PPO-PSO,30,1749.72685493016,1534.74641768939,214.980437240765,146.785704004034,283.175170477496,6.44748269921432,4.70312977007836e-07,4.31885466500859e-06,1,1.17714390449466,441,1.88398357399144e-05,0.00016955852165923,1,0.896774193548387
3,global_fitness_total,RLAMPSO [36],MPSORL,30,1749.72685493016,1516.7498776628,232.976977267362,190.901627239034,275.052327295689,11.3247167169996,3.65085739417736e-12,5.47628609126605e-11,1,2.06760093441884,463,2.23727071335666e-06,2.90845192736366e-05,1,0.991397849462366
3,global_fitness_total,RLAMPSO [36],AFSACPSO,30,1749.72685493016,1627.98639544694,121.74045948322,63.5616221674942,179.919296798947,4.27968670170459,0.000186327139881204,0.00130428997916843,1,0.781360315192828,404,0.00043614799191305,0.00305303594339135,1,0.737634408602151
3,global_fitness_total,DQN-PSO [34],SAC-SAPSO [40],30,1923.55713022759,1720.1860384831,203.371091744493,113.937181869677,292.805001619309,4.65081517479159,6.68863018673527e-05,0.000535090414938821,1,0.849118794006895,414,0.000196971402763202,0.00157577122210562,1,0.780645161290323
3,global_fitness_total,DQN-PSO [34],PPO-PSO,30,1923.55713022759,1534.74641768939,388.810712538197,304.366683742059,473.254741334336,9.41697365455903,2.5326629682354e-10,3.54572815552956e-09,1,1.71929629801128,465,1.82537145620998e-06,2.73805718431497e-05,1,1
3,global_fitness_total,DQN-PSO [34],MPSORL,30,1923.55713022759,1516.7498776628,406.807252564794,317.979569734901,495.634935394687,9.36660987959611,2.85058643356706e-10,3.70576236363718e-09,1,1.71010117280185,464,2.02126611625886e-06,2.8297725627624e-05,1,0.995698924731183
3,global_fitness_total,DQN-PSO [34],AFSACPSO,30,1923.55713022759,1627.98639544694,295.570734780653,202.267586972996,388.87388258831,6.47898856921348,4.31885466500859e-07,4.31885466500859e-06,1,1.18289606305878,450,8.06957614196691e-06,8.8765337561636e-05,1,0.935483870967742
3,global_fitness_total,SAC-SAPSO [40],PPO-PSO,30,1720.1860384831,1534.74641768939,185.439620793704,132.188498820813,238.690742766595,7.1222275741795,7.74555224403173e-08,8.5201074684349e-07,1,1.3003349006878,445,1.29772732828659e-05,0.000129772732828659,1,0.913978494623656
3,global_fitness_total,SAC-SAPSO [40],MPSORL,30,1720.1860384831,1516.7498776628,203.436160820301,158.060343300911,248.811978339691,9.1695023723059,4.54277282457838e-10,5.45132738949405e-09,1,1.67411443013636,461,2.73764550540179e-06,3.28517460648214e-05,1,0.982795698924731
3,global_fitness_total,SAC-SAPSO [40],AFSACPSO,30,1720.1860384831,1627.98639544694,92.1996430361598,37.7014077802014,146.697878292118,3.46010181880322,0.0016927003092353,0.00700126500901121,1,0.631725272474391,384,0.00189752670128973,0.00948763350644866,1,0.651612903225806
3,global_fitness_total,PPO-PSO,MPSORL,30,1534.74641768939,1516.7498776628,17.9965400265968,-40.0195388562487,76.0126189094424,0.634428555441911,0.530774591973587,0.530774591973587,0,0.115830276980317,246,0.789170120921936,1,0,0.0580645161290323
3,global_fitness_total,PPO-PSO,AFSACPSO,30,1534.74641768939,1627.98639544694,-93.2399777575445,-154.272042252397,-32.2079132626917,-3.12454064791951,0.00402068869573835,0.0120620660872151,1,-0.570460464902441,96,0.00515325930315935,0.0206130372126374,1,-0.587096774193548
3,global_fitness_total,MPSORL,AFSACPSO,30,1516.7498776628,1627.98639544694,-111.236517784141,-171.15561325759,-51.3174223106926,-3.79685677263723,0.000692494886342043,0.00415496931805226,1,-0.693208033996558,73,0.00107408432424805,0.00644450594548829,1,-0.686021505376344
