Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
RLAMPSO [36],1.0000,12508.8075,155.8197,12565.5683,12185.0784,12709.3823,303.2134,14.2640,1.3405,0.6027,1.4772,0.4560,166.7654,31.7895,0.0000,0.0000,11101.5853,0.0000,0.0000,0.0000,0.0000,0.0000,253.8555,67.4452,253.8555,1.00
DQN-PSO [34],1.0000,12690.6148,270.7517,12683.7134,12209.4098,13442.4872,301.7593,9.4607,1.2385,0.4502,2.3736,0.8142,196.2723,53.7819,0.0000,0.0000,11101.5853,0.0000,0.0000,0.0000,0.0000,0.0000,370.9029,50.7099,370.9029,1.00
SAC-SAPSO [40],1.0000,12536.3838,255.5677,12531.3301,12146.4363,13392.5958,305.2880,21.4778,1.6121,1.3665,1.7004,0.5289,162.4855,43.1010,0.0000,0.0000,11101.5853,0.0000,0.0000,0.0000,0.0000,0.0000,179.4032,23.3361,179.4032,1.00
PPO-PSO,1.0000,12299.1911,135.4119,12275.3233,12088.6883,12551.5323,370.3004,40.6456,2.4892,0.9657,0.4899,0.4089,83.0445,10.1236,0.0000,0.0000,11101.5853,0.0000,0.0000,0.0000,0.0000,0.0000,225.3520,29.1240,225.3520,1.00
MPSORL,1.0000,12373.6097,138.2305,12360.0650,12118.3849,12691.6587,316.7686,22.0637,1.6628,0.5889,1.4755,0.7445,120.6378,26.7014,0.0000,0.0000,11101.5853,0.0000,0.0000,0.0000,0.0000,0.0000,161.1304,18.9775,161.1304,1.00
AFSACPSO,1.0000,12343.8778,170.9660,12322.5731,12095.5974,12660.7401,299.3401,17.4771,1.1362,0.8249,1.1692,0.4168,137.8185,35.0788,0.0000,0.0000,11101.5853,0.0000,0.0000,0.0000,0.0000,0.0000,291.0385,40.5336,291.0385,1.00
