Run,Algorithm,Success,GlobalPathFitness,PathLength,TurningPenalty,ClimbingPenalty,HeightPenalty,CollisionPenalty,TerrainPenalty,DangerZonePenalty,DuplicatePenalty,TotalGlobalPlanTime,AvgGlobalPlanTime,NumGlobalPlans
1,RLAMPSO [36],1,12480.5529,313.1706,1.5742,1.6960,146.1253,0.0000,11101.5853,0.0000,0.0000,332.0904,332.0904,1
1,DQN-PSO [34],1,12670.9573,305.7900,1.6393,2.6513,175.5438,0.0000,11101.5853,0.0000,0.0000,381.5126,381.5126,1
1,SAC-SAPSO [40],1,12536.4659,288.9440,0.5858,2.0706,182.9857,0.0000,11101.5853,0.0000,0.0000,187.0009,187.0009,1
1,PPO-PSO,1,12152.1162,364.3799,1.5905,0.1045,75.4952,0.0000,11101.5853,0.0000,0.0000,237.9820,237.9820,1
1,MPSORL,1,12403.7348,300.9118,1.7303,1.4065,134.8082,0.0000,11101.5853,0.0000,0.0000,160.8892,160.8892,1
1,AFSACPSO,1,12660.7401,295.8654,0.7523,1.5288,218.9881,0.0000,11101.5853,0.0000,0.0000,308.7010,308.7010,1
2,RLAMPSO [36],1,12361.2915,293.8605,0.8104,1.4539,145.3125,0.0000,11101.5853,0.0000,0.0000,270.2941,270.2941,1
2,DQN-PSO [34],1,12907.2813,311.2360,1.3593,2.2565,246.4133,0.0000,11101.5853,0.0000,0.0000,391.1284,391.1284,1
2,SAC-SAPSO [40],1,12157.5796,321.2785,1.2129,0.5451,93.5068,0.0000,11101.5853,0.0000,0.0000,191.0466,191.0466,1
2,PPO-PSO,1,12551.5323,357.1781,2.7501,1.4436,126.2952,0.0000,11101.5853,0.0000,0.0000,232.4533,232.4533,1
2,MPSORL,1,12580.4376,299.5065,1.6504,2.5221,157.9921,0.0000,11101.5853,0.0000,0.0000,162.5995,162.5995,1
2,AFSACPSO,1,12327.2262,290.7202,0.6063,1.0075,151.6568,0.0000,11101.5853,0.0000,0.0000,312.8763,312.8763,1
3,RLAMPSO [36],1,12405.9850,294.3589,0.8125,1.1774,161.9946,0.0000,11101.5853,0.0000,0.0000,330.4767,330.4767,1
3,DQN-PSO [34],1,12628.1452,291.9137,0.8356,2.4435,191.6949,0.0000,11101.5853,0.0000,0.0000,386.1114,386.1114,1
3,SAC-SAPSO [40],1,12417.1537,306.0008,1.1412,1.9182,137.6543,0.0000,11101.5853,0.0000,0.0000,186.6119,186.6119,1
3,PPO-PSO,1,12355.9420,391.6245,3.3137,0.1657,77.9253,0.0000,11101.5853,0.0000,0.0000,238.7650,238.7650,1
3,MPSORL,1,12219.0754,295.0299,2.0073,0.8150,97.6463,0.0000,11101.5853,0.0000,0.0000,163.8108,163.8108,1
3,AFSACPSO,1,12525.1268,289.2955,0.5692,1.3679,194.9913,0.0000,11101.5853,0.0000,0.0000,310.1658,310.1658,1
4,RLAMPSO [36],1,12185.0784,289.0160,0.6359,1.0035,116.2941,0.0000,11101.5853,0.0000,0.0000,332.1109,332.1109,1
4,DQN-PSO [34],1,12922.9847,302.4623,1.0128,2.5452,255.2006,0.0000,11101.5853,0.0000,0.0000,383.1171,383.1171,1
4,SAC-SAPSO [40],1,12607.2974,290.6120,0.6738,1.7852,204.1104,0.0000,11101.5853,0.0000,0.0000,189.8786,189.8786,1
4,PPO-PSO,1,12287.9299,349.8711,2.6958,0.5339,83.5209,0.0000,11101.5853,0.0000,0.0000,236.6260,236.6260,1
4,MPSORL,1,12377.8102,353.9506,1.5297,1.1561,115.6230,0.0000,11101.5853,0.0000,0.0000,160.7602,160.7602,1
4,AFSACPSO,1,12247.3362,289.0288,0.6549,1.3564,124.1062,0.0000,11101.5853,0.0000,0.0000,314.9493,314.9493,1
5,RLAMPSO [36],1,12577.7965,293.7977,0.7539,1.7201,195.0940,0.0000,11101.5853,0.0000,0.0000,329.8833,329.8833,1
5,DQN-PSO [34],1,12510.2895,295.1540,1.5644,1.6170,162.9168,0.0000,11101.5853,0.0000,0.0000,386.7539,386.7539,1
5,SAC-SAPSO [40],1,12383.3832,294.8033,1.7529,0.9657,140.9791,0.0000,11101.5853,0.0000,0.0000,180.1560,180.1560,1
5,PPO-PSO,1,12271.5581,399.2397,1.6078,0.4875,82.4914,0.0000,11101.5853,0.0000,0.0000,237.3393,237.3393,1
5,MPSORL,1,12303.0248,294.9170,1.1813,1.7790,115.8055,0.0000,11101.5853,0.0000,0.0000,161.0857,161.0857,1
5,AFSACPSO,1,12348.0134,317.1896,2.3117,0.9296,111.9191,0.0000,11101.5853,0.0000,0.0000,310.7357,310.7357,1
6,RLAMPSO [36],1,12330.5193,289.9013,0.6793,1.2034,147.2193,0.0000,11101.5853,0.0000,0.0000,331.8865,331.8865,1
6,DQN-PSO [34],1,12715.8923,312.3826,1.7356,3.1880,170.8416,0.0000,11101.5853,0.0000,0.0000,386.2476,386.2476,1
6,SAC-SAPSO [40],1,13392.5958,396.4007,6.5762,2.3151,222.3509,0.0000,11101.5853,0.0000,0.0000,191.1364,191.1364,1
6,PPO-PSO,1,12180.6789,374.6378,1.6032,0.1492,77.1661,0.0000,11101.5853,0.0000,0.0000,236.6844,236.6844,1
6,MPSORL,1,12521.0764,304.3653,1.3368,2.5098,147.9160,0.0000,11101.5853,0.0000,0.0000,165.2678,165.2678,1
