Run,Algorithm,Success,GlobalPathFitness,PathLength,TurningPenalty,ClimbingPenalty,HeightPenalty,CollisionPenalty,TerrainPenalty,DangerZonePenalty,DuplicatePenalty,TotalGlobalPlanTime,AvgGlobalPlanTime,NumGlobalPlans
1,RLAMPSO [36],1,1567.1096,153.4881,2.1651,4.0091,199.1936,0.0000,0.0000,0.0000,0.0000,65.4952,65.4952,1
1,DQN-PSO [34],1,1580.5763,165.6641,1.5668,5.1368,186.4601,0.0000,0.0000,0.0000,0.0000,120.4757,120.4757,1
1,SAC-SAPSO [40],1,1774.4337,170.4014,2.6044,4.3397,227.9392,0.0000,0.0000,0.0000,0.0000,39.9969,39.9969,1
1,PPO-PSO,1,1435.8178,200.4894,2.2887,3.7131,150.3801,0.0000,0.0000,0.0000,0.0000,75.1539,75.1539,1
1,MPSORL,1,1664.6511,186.3376,3.8566,4.3864,166.7941,0.0000,0.0000,0.0000,0.0000,36.1113,36.1113,1
1,AFSACPSO,1,1575.2968,152.6680,2.3014,4.1544,195.7160,0.0000,0.0000,0.0000,0.0000,101.2889,101.2889,1
2,RLAMPSO [36],1,1589.8342,155.8486,1.9875,4.2998,201.5349,0.0000,0.0000,0.0000,0.0000,85.4453,85.4453,1
2,DQN-PSO [34],1,1998.2757,181.7297,4.4968,4.2129,242.3947,0.0000,0.0000,0.0000,0.0000,116.0309,116.0309,1
2,SAC-SAPSO [40],1,1555.8420,173.2735,2.7413,4.2818,170.4486,0.0000,0.0000,0.0000,0.0000,40.6379,40.6379,1
2,PPO-PSO,1,1619.5748,178.9563,3.7656,4.5769,156.5262,0.0000,0.0000,0.0000,0.0000,75.3742,75.3742,1
2,MPSORL,1,1650.4610,152.3800,1.2937,5.7403,202.5832,0.0000,0.0000,0.0000,0.0000,35.8917,35.8917,1
2,AFSACPSO,1,1650.6616,172.5099,3.4378,5.1551,161.7677,0.0000,0.0000,0.0000,0.0000,101.4108,101.4108,1
3,RLAMPSO [36],1,1634.0235,164.7024,2.6805,3.1630,218.1403,0.0000,0.0000,0.0000,0.0000,91.3995,91.3995,1
3,DQN-PSO [34],1,1682.1582,167.0255,1.7957,5.5369,198.1833,0.0000,0.0000,0.0000,0.0000,114.5180,114.5180,1
3,SAC-SAPSO [40],1,1537.8684,156.9670,1.6224,4.5645,190.1700,0.0000,0.0000,0.0000,0.0000,39.9007,39.9007,1
3,PPO-PSO,1,1440.8356,184.4731,2.9106,4.2874,133.3859,0.0000,0.0000,0.0000,0.0000,75.3196,75.3196,1
3,MPSORL,1,1651.8647,159.4054,2.3831,5.1799,188.9847,0.0000,0.0000,0.0000,0.0000,35.3132,35.3132,1
3,AFSACPSO,1,1574.6555,159.8940,2.0203,5.9237,161.5404,0.0000,0.0000,0.0000,0.0000,96.9454,96.9454,1
4,RLAMPSO [36],1,1591.5475,155.1377,1.8814,3.2893,225.5238,0.0000,0.0000,0.0000,0.0000,92.6496,92.6496,1
4,DQN-PSO [34],1,1783.8149,164.3257,2.6303,4.5309,228.2942,0.0000,0.0000,0.0000,0.0000,114.3705,114.3705,1
4,SAC-SAPSO [40],1,1660.6238,157.8242,1.5679,4.3282,226.5594,0.0000,0.0000,0.0000,0.0000,40.1004,40.1004,1
4,PPO-PSO,1,1435.6452,189.7656,2.1060,3.3943,165.2528,0.0000,0.0000,0.0000,0.0000,75.7088,75.7088,1
4,MPSORL,1,1585.3423,176.6588,3.6629,4.5991,150.6016,0.0000,0.0000,0.0000,0.0000,35.4753,35.4753,1
4,AFSACPSO,1,1529.0896,148.5133,1.6002,3.5260,213.5965,0.0000,0.0000,0.0000,0.0000,98.7114,98.7114,1
5,RLAMPSO [36],1,1662.6465,148.7571,1.2846,4.2347,238.6922,0.0000,0.0000,0.0000,0.0000,57.5690,57.5690,1
5,DQN-PSO [34],1,1627.3498,146.5094,1.2511,5.3871,207.4956,0.0000,0.0000,0.0000,0.0000,122.1967,122.1967,1
5,SAC-SAPSO [40],1,1608.4646,158.2473,1.8099,4.8078,198.3114,0.0000,0.0000,0.0000,0.0000,39.4943,39.4943,1
5,PPO-PSO,1,1606.0471,149.9306,2.1950,5.7255,174.0293,0.0000,0.0000,0.0000,0.0000,73.7084,73.7084,1
5,MPSORL,1,1588.3891,168.7316,2.6335,4.4607,178.9956,0.0000,0.0000,0.0000,0.0000,36.1983,36.1983,1
5,AFSACPSO,1,1579.5797,148.1881,1.3603,4.6950,206.9984,0.0000,0.0000,0.0000,0.0000,100.4796,100.4796,1
6,RLAMPSO [36],1,1584.0941,147.6161,1.2308,3.6946,231.9032,0.0000,0.0000,0.0000,0.0000,92.3959,92.3959,1
6,DQN-PSO [34],1,1703.3068,159.3057,2.2238,4.9256,210.5029,0.0000,0.0000,0.0000,0.0000,114.0058,114.0058,1
6,SAC-SAPSO [40],1,1740.1516,157.9338,2.3355,4.3323,230.3187,0.0000,0.0000,0.0000,0.0000,41.7984,41.7984,1
6,PPO-PSO,1,1593.4409,193.6553,3.9955,4.2904,145.0476,0.0000,0.0000,0.0000,0.0000,74.5534,74.5534,1
