Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
RRSACPSO,1.0000,1616.0193,0.0000,1616.0193,1616.0193,1616.0193,150.4160,0.0000,1.4389,0.0000,3.8848,0.0000,230.4208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.0723,0.0000,132.0723,1.00
PSO-Standard,1.0000,1672.0297,0.0000,1672.0297,1672.0297,1672.0297,177.6254,0.0000,3.2068,0.0000,4.4310,0.0000,184.8756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6589,0.0000,13.6589,1.00
PSO-LDIW,1.0000,1657.6686,0.0000,1657.6686,1657.6686,1657.6686,200.6552,0.0000,3.7833,0.0000,4.2577,0.0000,163.2896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3333,0.0000,13.3333,1.00
FIPS,1.0000,1758.1302,0.0000,1758.1302,1758.1302,1758.1302,185.1413,0.0000,3.9473,0.0000,5.8145,0.0000,159.0205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5428,0.0000,13.5428,1.00
CLPSO,1.0000,2050.2342,0.0000,2050.2342,2050.2342,2050.2342,193.4560,0.0000,4.9185,0.0000,6.8394,0.0000,186.9953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.1377,0.0000,13.1377,1.00
SAEPSO [11],1.0000,1408.7114,0.0000,1408.7114,1408.7114,1408.7114,156.3703,0.0000,2.5150,0.0000,5.2762,0.0000,124.7088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.8264,0.0000,32.8264,1.00
SAEPSO* [11],1.0000,1441.6604,0.0000,1441.6604,1441.6604,1441.6604,179.7167,0.0000,2.5530,0.0000,4.6879,0.0000,134.6804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.8297,0.0000,12.8297,1.00
UAPSO [25],1.0000,1648.2967,0.0000,1648.2967,1648.2967,1648.2967,208.0284,0.0000,4.5191,0.0000,4.0050,0.0000,147.8118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.6396,0.0000,108.6396,1.00
