Run,Algorithm,Success,GlobalPathFitness,PathLength,TurningPenalty,ClimbingPenalty,HeightPenalty,CollisionPenalty,TerrainPenalty,DangerZonePenalty,DuplicatePenalty,TotalGlobalPlanTime,AvgGlobalPlanTime,NumGlobalPlans
1,RRSACPSO,1,1763.6057,160.5896,1.9845,4.5437,237.9855,0.0000,0.0000,0.0000,0.0000,80.6715,80.6715,1
1,PSO-Standard,1,1479.6078,185.3228,2.1245,2.6222,193.7947,0.0000,0.0000,0.0000,0.0000,14.8859,14.8859,1
1,PSO-LDIW,1,1760.7121,166.4544,1.9349,3.5445,256.6668,0.0000,0.0000,0.0000,0.0000,15.1192,15.1192,1
1,FIPS,1,1823.0226,202.1865,3.2621,5.6910,184.9881,0.0000,0.0000,0.0000,0.0000,14.4020,14.4020,1
1,CLPSO,1,2226.6162,279.5969,6.1940,3.5685,236.7699,0.0000,0.0000,0.0000,0.0000,13.8455,13.8455,1
1,SAEPSO [11],1,1594.3451,203.1842,2.5292,4.7923,161.3968,0.0000,0.0000,0.0000,0.0000,37.3277,37.3277,1
1,SAEPSO* [11],1,1560.5201,222.7061,4.3333,3.3833,136.5727,0.0000,0.0000,0.0000,0.0000,14.1218,14.1218,1
1,UAPSO [25],1,1467.3075,199.7786,2.2686,3.3280,166.9897,0.0000,0.0000,0.0000,0.0000,86.6379,86.6379,1
