scenario_id,algorithm_1,algorithm_2,n_pairs,metric_name,mean_1,mean_2,mean_diff,ci95_low,ci95_high,t_stat,p_raw_t,p_holm_t,sig_holm_t,cohen_dz,wilcoxon_W,p_raw_wilcoxon,p_holm_wilcoxon,sig_holm_wilcoxon,rank_biserial_r
2,RLAMPSO [36],DQN-PSO [34],30,global_fitness_total,1754.725099,1707.615895,47.10920488,-33.2571782,127.475588,1.19887369,0.2402820945,0.4805641891,0,0.2188833879,303,0.1499285887,0.449785766,0,0.3032258065
2,RLAMPSO [36],SAC-SAPSO,30,global_fitness_total,1754.725099,1811.861446,-57.13634622,-122.7496677,8.476975272,-1.78099426,0.08539175461,0.3415670185,0,-0.3251635769,176,0.2493921689,0.4987843379,0,-0.2430107527
2,RLAMPSO [36],PPO-PSO,30,global_fitness_total,1754.725099,1620.042602,134.6824978,78.33997612,191.0250196,4.888965358,3.4536347e-05,0.00034536347,1,0.8925988697,422,0.0001013169745,0.001013169745,1,0.8150537634
2,RLAMPSO [36],MPSORL,30,global_fitness_total,1754.725099,1554.990093,199.7350063,147.936974,251.5330385,7.88647633,1.068742073e-08,1.603113109e-07,1,1.439866995,452,6.653994985e-06,8.650193481e-05,1,0.9440860215
2,RLAMPSO [36],AFSACPSO,30,global_fitness_total,1754.725099,1593.223285,161.5018141,119.0613065,203.9423218,7.782854545,1.392131899e-08,1.948984658e-07,1,1.420948332,462,2.475348933e-06,3.7130234e-05,1,0.9870967742
2,DQN-PSO [34],SAC-SAPSO,30,global_fitness_total,1707.615895,1811.861446,-104.2455511,-201.5748827,-6.916219466,-2.190563601,0.03667066216,0.1833533108,0,-0.3999403659,131,0.03776444642,0.1888222321,0,-0.4365591398
2,DQN-PSO [34],PPO-PSO,30,global_fitness_total,1707.615895,1620.042602,87.57329296,13.9541599,161.192426,2.432893287,0.02137838203,0.1282702922,0,0.4441835111,340,0.0277493137,0.1664958822,0,0.4623655914
2,DQN-PSO [34],MPSORL,30,global_fitness_total,1707.615895,1554.990093,152.6258014,78.61428497,226.6373178,4.217651904,0.0002209006514,0.001988105863,1,0.7700343626,411,0.0002510715765,0.002259644188,1,0.7677419355
2,DQN-PSO [34],AFSACPSO,30,global_fitness_total,1707.615895,1593.223285,114.3926093,41.31892846,187.4662901,3.201688388,0.003304159858,0.02643327886,1,0.5845456508,372,0.004249798962,0.0339983917,1,0.6
2,SAC-SAPSO,PPO-PSO,30,global_fitness_total,1811.861446,1620.042602,191.8188441,123.9754224,259.6622657,5.782632659,2.896222352e-06,3.185844587e-05,1,1.05575945,442,1.717385723e-05,0.0001889124296,1,0.9010752688
2,SAC-SAPSO,MPSORL,30,global_fitness_total,1811.861446,1554.990093,256.8713525,178.4351029,335.3076021,6.697935036,2.394705776e-07,3.113117509e-06,1,1.222870036,448,9.770413749e-06,0.000117244965,1,0.9268817204
2,SAC-SAPSO,AFSACPSO,30,global_fitness_total,1811.861446,1593.223285,218.6381604,150.9555917,286.3207291,6.606800762,3.059223106e-07,3.671067727e-06,1,1.20623127,455,4.967128284e-06,6.953979597e-05,1,0.9569892473
2,PPO-PSO,MPSORL,30,global_fitness_total,1620.042602,1554.990093,65.05250843,12.75752917,117.3474877,2.544170022,0.01654056347,0.1157839443,0,0.4644997704,355,0.01209578882,0.08467052174,0,0.5268817204
2,PPO-PSO,AFSACPSO,30,global_fitness_total,1620.042602,1593.223285,26.8193163,-30.14815825,83.78679086,0.9628592652,0.3435787456,0.4805641891,0,0.1757932464,289,0.2493921689,0.4987843379,0,0.2430107527
2,MPSORL,AFSACPSO,30,global_fitness_total,1554.990093,1593.223285,-38.23319212,-87.02016666,10.55378242,-1.602797849,0.1198170403,0.359451121,0,-0.2926295123,146,0.07691437243,0.3076574897,0,-0.3720430108
