Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
RRSACPSO,1.0000,1609.6365,75.1106,1625.6523,1445.4377,1744.4927,165.7402,12.5228,2.4118,0.6349,4.6094,0.6336,187.0753,25.9698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.9366,6.6861,86.9366,1.00
PSO-Standard,1.0000,1691.6383,162.6300,1678.2799,1430.4129,2090.0004,180.1240,22.8127,2.8848,0.9658,4.2981,0.6906,198.2123,35.0133,0.0000,0.0000,0.0000,0.0000,0.0049,0.0270,0.0000,0.0000,35.3939,3.6474,35.3939,1.00
PSO-LDIW,1.0000,1629.8493,61.3069,1643.7389,1463.6350,1747.5864,171.8309,19.8087,2.6480,0.6338,4.2543,0.5838,192.0696,25.5850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,35.3218,3.5741,35.3218,1.00
FIPS,1.0000,1722.2877,74.4858,1717.4636,1580.0884,1862.6495,200.5647,20.5555,3.7044,0.8937,5.1718,0.7739,162.0821,18.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.7059,3.2562,33.7059,1.00
CLPSO,1.0000,1986.0442,91.8027,1973.6150,1828.6758,2196.1245,216.0652,30.6287,4.2033,0.7280,5.3686,1.1957,207.0708,19.9551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.8273,3.1455,34.8273,1.00
SAEPSO [11],1.0000,1599.3038,41.0473,1591.3225,1509.4229,1685.0935,201.0719,8.9187,2.8317,0.5977,4.2184,0.4547,169.1685,14.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.7469,8.4415,90.7469,1.00
SAEPSO* [11],1.0000,1586.1028,95.0153,1587.9600,1389.4610,1768.7948,193.5608,18.0499,3.5266,0.8055,4.2644,0.5908,153.5627,15.2985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0950,4.1594,35.0950,1.00
UAPSO [25],1.0000,1609.8829,152.0856,1595.3238,1389.9768,2263.4205,186.0135,16.2942,3.0384,0.9673,4.4320,0.5433,169.3322,38.0081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,223.1934,30.4069,223.1934,1.00
