Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
RRSACPSO,1.0000,1556.8225,50.9274,1564.6389,1444.4444,1664.6473,159.1401,14.2707,1.9631,0.7246,4.5582,0.6618,187.0384,23.8896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.3202,28.0393,106.3202,1.00
PSO-Standard,1.0000,1609.8935,86.0830,1598.5924,1441.8224,1754.5558,174.7779,23.6244,2.7001,0.9984,4.3418,0.5860,182.9434,28.9676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.3698,2.8770,31.3698,1.00
PSO-LDIW,1.0000,1551.5748,48.9728,1543.6465,1450.6717,1720.4147,156.9582,15.6598,1.9551,0.7700,4.4610,0.6092,188.8264,23.7588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.1057,2.3427,31.1057,1.00
FIPS,1.0000,1762.8144,45.7585,1760.3552,1681.9445,1850.9222,205.8457,21.1065,4.1486,0.6604,5.1942,0.7994,160.2943,12.5870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.8104,2.4361,30.8104,1.00
CLPSO,1.0000,1958.7292,77.0439,1964.3237,1794.6866,2095.4237,193.9317,27.6956,3.6712,0.8521,5.6577,0.7334,214.5243,21.7730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.7691,2.4367,30.7691,1.00
SAEPSO [11],1.0000,1494.9126,39.3729,1498.4606,1399.3273,1575.1605,187.3034,10.8218,2.3868,0.4442,4.0060,0.7040,162.4997,18.6120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.4841,6.5428,80.4841,1.00
SAEPSO* [11],1.0000,1549.9860,56.1220,1567.0966,1422.3031,1617.4611,175.5243,21.9816,2.8088,0.9468,4.4657,0.7456,162.8087,15.9687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.8998,2.5534,30.8998,1.00
UAPSO [25],1.0000,1556.2141,99.1543,1572.8391,1298.5117,1724.2191,178.7588,17.9463,2.5381,0.8687,4.3925,0.6104,170.1834,30.1312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,248.3366,26.0916,248.3366,1.00
