Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
AFSACPSO,1.0000,1580.5045,0.0000,1580.5045,1580.5045,1580.5045,152.4788,0.0000,1.5035,0.0000,4.6495,0.0000,203.4047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.6529,0.0000,98.6529,1.00
PSO-Standard,1.0000,1536.3265,0.0000,1536.3265,1536.3265,1536.3265,161.0567,0.0000,1.7411,0.0000,3.5865,0.0000,205.9838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.7944,0.0000,38.7944,1.00
PSO-LDIW,1.0000,1658.8615,0.0000,1658.8615,1658.8615,1658.8615,160.8583,0.0000,2.4183,0.0000,3.2626,0.0000,229.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.6452,0.0000,42.6452,1.00
FIPS,1.0000,1724.0800,0.0000,1724.0800,1724.0800,1724.0800,230.2787,0.0000,4.6475,0.0000,3.9171,0.0000,156.6420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.7083,0.0000,43.7083,1.00
CLPSO,1.0000,2141.3389,0.0000,2141.3389,2141.3389,2141.3389,210.6727,0.0000,4.3099,0.0000,7.3358,0.0000,204.9359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.6797,0.0000,38.6797,1.00
SAEPSO [11],1.0000,1607.8751,0.0000,1607.8751,1607.8751,1607.8751,204.3990,0.0000,2.7619,0.0000,4.2280,0.0000,171.1785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,101.4322,0.0000,101.4322,1.00
SAEPSO* [11],1.0000,1433.2247,0.0000,1433.2247,1433.2247,1433.2247,182.0724,0.0000,2.3804,0.0000,4.2846,0.0000,143.5886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.0630,0.0000,38.0630,1.00
UAPSO [25],1.0000,1648.5638,0.0000,1648.5638,1648.5638,1648.5638,176.8832,0.0000,3.5827,0.0000,4.1866,0.0000,176.5785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,226.9986,0.0000,226.9986,1.00
