Algorithm,SuccessRate,Mean_GlobalFitness,Std_GlobalFitness,Median_GlobalFitness,Min_GlobalFitness,Max_GlobalFitness,Mean_PathLength,Std_PathLength,Mean_TurningPenalty,Std_TurningPenalty,Mean_ClimbingPenalty,Std_ClimbingPenalty,Mean_HeightPenalty,Std_HeightPenalty,Mean_CollisionPenalty,Std_CollisionPenalty,Mean_TerrainPenalty,Std_TerrainPenalty,Mean_DangerZonePenalty,Std_DangerZonePenalty,Mean_DuplicatePenalty,Std_DuplicatePenalty,Mean_TotalGlobalPlanTime,Std_TotalGlobalPlanTime,Mean_AvgGlobalPlanTime,Mean_NumGlobalPlans
RLAMPSO [36],1.0000,1710.2229,0.0000,1710.2229,1710.2229,1710.2229,151.8397,0.0000,1.4866,0.0000,4.6800,0.0000,235.8182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.8297,0.0000,92.8297,1.00
DQN-PSO [34],1.0000,1602.5502,0.0000,1602.5502,1602.5502,1602.5502,195.2285,0.0000,4.1818,0.0000,4.0102,0.0000,148.6258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.3688,0.0000,154.3688,1.00
SAC-SAPSO [40],1.0000,1689.0854,0.0000,1689.0854,1689.0854,1689.0854,157.9287,0.0000,2.4600,0.0000,5.3233,0.0000,194.3161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.0606,0.0000,48.0606,1.00
PPO-PSO,1.0000,1402.7222,0.0000,1402.7222,1402.7222,1402.7222,198.0721,0.0000,2.5948,0.0000,3.6344,0.0000,138.3763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7904,0.0000,74.7904,1.00
MPSORL,1.0000,1463.5383,0.0000,1463.5383,1463.5383,1463.5383,187.6555,0.0000,2.0830,0.0000,4.2499,0.0000,155.7584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.0443,0.0000,39.0443,1.00
AFSACPSO,1.0000,1621.6807,0.0000,1621.6807,1621.6807,1621.6807,157.3287,0.0000,2.2331,0.0000,4.9061,0.0000,191.1339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.4477,0.0000,109.4477,1.00
