scenario_id,metric_name,algorithm_1,algorithm_2,n_pairs,mean_1,mean_2,mean_diff,ci95_low,ci95_high,t_stat,p_raw_t,p_holm_t,sig_holm_t,cohen_dz,wilcoxon_W,p_raw_wilcoxon,p_holm_wilcoxon,sig_holm_wilcoxon,rank_biserial_r
3,global_fitness_total,PSO-Standard,UAPSO [25],30,1762.46453376338,1698.3917770033,64.0727567600802,-128.067906162265,256.213419682425,0.682018576313597,0.500638597015365,1,0,0.124518986294838,299,0.174619092023618,1,0,0.286021505376344
3,global_fitness_total,PSO-LDIW,FIPS,30,1630.3046726494,1690.3461666719,-60.0414940224924,-133.464556424342,13.3815683793575,-1.67248054378422,0.105186060292628,0.946674542633652,0,-0.305351773606374,201,0.523722036967441,1,0,-0.135483870967742
3,global_fitness_total,PSO-LDIW,CLPSO,30,1630.3046726494,2119.14827886832,-488.843606218915,-571.809121834113,-405.878090603717,-12.0507589977305,8.17568235333965e-13,2.12567741186831e-11,1,-2.20015751270511,0,1.82537145620998e-06,5.11104007738794e-05,1,-1
3,global_fitness_total,PSO-LDIW,SAEPSO [11],30,1630.3046726494,1590.0351135024,40.269559147008,4.24431479631336,76.2948034977026,2.28618840835414,0.0297345349459186,0.386548954296942,0,0.417398987320797,353,0.0135794150384489,0.190111810538285,0,0.518279569892473
3,global_fitness_total,PSO-LDIW,SAEPSO* [11],30,1630.3046726494,1538.65281867925,91.651853970156,26.529801681296,156.773906259016,2.87842722867245,0.00743021385317943,0.118883421650871,0,0.525526507760327,358,0.0101392906761486,0.162228650818378,0,0.539784946236559
3,global_fitness_total,PSO-LDIW,UAPSO [25],30,1630.3046726494,1698.3917770033,-68.0871043539004,-227.312440241221,91.1382315334197,-0.874570389786842,0.388993378780365,1,0,-0.15967397687078,250,0.726592548479803,1,0,0.0752688172043011
3,global_fitness_total,FIPS,CLPSO,30,1690.3461666719,2119.14827886832,-428.802112196422,-522.403568618301,-335.200655774544,-9.36949940731962,2.83128631650698e-10,6.79508715961674e-09,1,-1.71062872597341,6,3.34447267280602e-06,8.02673441473445e-05,1,-0.974193548387097
3,global_fitness_total,FIPS,SAEPSO [11],30,1690.3461666719,1590.0351135024,100.3110531695,33.8096072077329,166.812499131268,3.08503275993097,0.00444286856413267,0.0755287655902555,0,0.56324734441887,403,0.000471196593512246,0.00942393187024493,1,0.733333333333333
3,global_fitness_total,FIPS,SAEPSO* [11],30,1690.3461666719,1538.65281867925,151.693347992648,76.1000175604116,227.286678424885,4.10416805362935,0.00030128776021332,0.00572446744405308,1,0.749315140921623,399,0.000639357171617894,0.0115084290891221,1,0.716129032258065
3,global_fitness_total,FIPS,UAPSO [25],30,1690.3461666719,1698.3917770033,-8.04561033140803,-180.390843825391,164.299623162575,-0.0954776665717341,0.924592145537407,1,0,-0.0174317572397652,272,0.42245738354765,1,0,0.16989247311828
3,global_fitness_total,CLPSO,SAEPSO [11],30,2119.14827886832,1590.0351135024,529.113165365923,455.738410861038,602.487919870808,14.7483686609381,5.32907051820075e-15,1.49213974509621e-13,1,2.69267140066602,465,1.82537145620998e-06,5.11104007738794e-05,1,1
3,global_fitness_total,CLPSO,SAEPSO* [11],30,2119.14827886832,1538.65281867925,580.495460189071,480.113235728099,680.877684650043,11.827258547733,1.28763666396026e-12,3.21909165990064e-11,1,2.15935210001305,465,1.82537145620998e-06,5.11104007738794e-05,1,1
3,global_fitness_total,CLPSO,UAPSO [25],30,2119.14827886832,1698.3917770033,420.756501865015,252.303533963599,589.20946976643,5.10850999214154,1.87610366002566e-05,0.000412742805205646,1,0.932682052645487,403,0.000471196593512246,0.00942393187024493,1,0.733333333333333
3,global_fitness_total,SAEPSO [11],SAEPSO* [11],30,1590.0351135024,1538.65281867925,51.3822948231481,-1.06900675804783,103.833596404344,2.00354594232371,0.0545411152362676,0.545411152362676,0,0.36579576920288,334,0.0377644464202738,0.453173357043285,0,0.436559139784946
3,global_fitness_total,SAEPSO [11],UAPSO [25],30,1590.0351135024,1698.3917770033,-108.356663500908,-257.284208687235,40.570881685418,-1.48806763608661,0.147527333623973,1,0,-0.271682737126007,232,1,1,0,-0.0021505376344086
3,global_fitness_total,SAEPSO* [11],UAPSO [25],30,1538.65281867925,1698.3917770033,-159.738958324056,-310.393939251958,-9.08397739615521,-2.16854995801665,0.0384599867822524,0.461519841387029,0,-0.395921243027534,133,0.0417236925289686,0.458960617818654,0,-0.427956989247312
