scenario_id,metric_name,algorithm_1,algorithm_2,n_pairs,mean_1,mean_2,mean_diff,ci95_low,ci95_high,t_stat,p_raw_t,p_holm_t,sig_holm_t,cohen_dz,wilcoxon_W,p_raw_wilcoxon,p_holm_wilcoxon,sig_holm_wilcoxon,rank_biserial_r
1,global_fitness_total,AFSACPSO,PSO-Standard,30,1556.8224684562,1609.8935322729,-53.0710638167075,-89.920386533888,-16.2217410995269,-2.94557687504854,0.00629607383300623,0.0503685906640499,0,-0.537786299776554,107,0.0101392906761486,0.0811143254091888,0,-0.539784946236559
1,global_fitness_total,AFSACPSO,PSO-LDIW,30,1556.8224684562,1551.57479703364,5.24767142256181,-23.6712013252327,34.1665441703563,0.371131103177712,0.713237463530953,1,0,0.0677589590007366,256,0.636161951317769,1,0,0.101075268817204
1,global_fitness_total,AFSACPSO,FIPS,30,1556.8224684562,1762.81439350845,-205.991925052255,-230.070155899372,-181.913694205138,-17.4971655446721,0,0,1,-3.19453075373968,0,1.82537145620998e-06,5.11104007738794e-05,1,-1
1,global_fitness_total,AFSACPSO,CLPSO,30,1556.8224684562,1958.72919715146,-401.906728695266,-435.440398919088,-368.373058471445,-24.5124243606446,0,0,1,-4.47533592048807,0,1.82537145620998e-06,5.11104007738794e-05,1,-1
1,global_fitness_total,AFSACPSO,SAEPSO [11],30,1556.8224684562,1494.91258560642,61.9098828497747,34.3087864779081,89.5109792216414,4.58749630227657,7.97091649298309e-05,0.0010362191440878,1,0.837558402409472,405,0.000403545276176587,0.00524608859029563,1,0.741935483870968
1,global_fitness_total,AFSACPSO,SAEPSO* [11],30,1556.8224684562,1549.98596369457,6.83650476163076,-19.4941579889337,33.1671675121952,0.531024316381937,0.599445761281251,1,0,0.096951332222049,252,0.695946222437671,1,0,0.0838709677419355
1,global_fitness_total,AFSACPSO,UAPSO [25],30,1556.8224684562,1556.21406871824,0.608399737954899,-42.406949848295,43.6237493242048,0.0289272827094014,0.977120745390841,1,0,0.00528137508908944,222,0.837038231235939,1,0,-0.0451612903225806
1,global_fitness_total,PSO-Standard,PSO-LDIW,30,1609.8935322729,1551.57479703364,58.3187352392693,22.1931808690676,94.4442896094709,3.30168513900668,0.00255577297384146,0.0281135027122561,1,0.602802476137847,369,0.00515325930315935,0.0515325930315935,0,0.587096774193548
1,global_fitness_total,PSO-Standard,FIPS,30,1609.8935322729,1762.81439350845,-152.920861235548,-187.530300829825,-118.31142164127,-9.03679117501868,6.23503471075537e-10,9.97605553720859e-09,1,-1.64988479134045,6,3.34447267280602e-06,5.35115627648963e-05,1,-0.974193548387097
1,global_fitness_total,PSO-Standard,CLPSO,30,1609.8935322729,1958.72919715146,-348.835664878559,-390.125494029929,-307.545835727189,-17.2790504756937,0,0,1,-3.1547085726026,0,1.82537145620998e-06,5.11104007738794e-05,1,-1
1,global_fitness_total,PSO-Standard,SAEPSO [11],30,1609.8935322729,1494.91258560642,114.980946666482,79.1029185814271,150.858974751537,6.55449736100747,3.52219016175326e-07,5.28328524262989e-06,1,1.19668201924396,455,4.96712828379486e-06,7.4506924256923e-05,1,0.956989247311828
1,global_fitness_total,PSO-Standard,SAEPSO* [11],30,1609.8935322729,1549.98596369457,59.9075685783382,19.2162776909654,100.598859465711,3.01108007074681,0.00534913183757046,0.0481421865381342,1,0.54974549240076,365,0.00662716090323912,0.059644448129152,0,0.56989247311828
1,global_fitness_total,PSO-Standard,UAPSO [25],30,1609.8935322729,1556.21406871824,53.6794635546624,8.87291076182449,98.4860163475002,2.45024049368069,0.0205473588089811,0.143831511662867,0,0.447350663233836,336,0.034129449551473,0.238906146860311,0,0.445161290322581
1,global_fitness_total,PSO-LDIW,FIPS,30,1551.57479703364,1762.81439350845,-211.239596474817,-236.056629453499,-186.422563496135,-17.4087484459363,0,0,1,-3.1783880739241,0,1.82537145620998e-06,5.11104007738794e-05,1,-1
1,global_fitness_total,PSO-LDIW,CLPSO,30,1551.57479703364,1958.72919715146,-407.154400117828,-448.150921839386,-366.15787839627,-20.3120707092542,0,0,1,-3.70845977236616,0,1.82537145620998e-06,5.11104007738794e-05,1,-1
1,global_fitness_total,PSO-LDIW,SAEPSO [11],30,1551.57479703364,1494.91258560642,56.6622114272129,35.243529503873,78.0808933505528,5.41056797117336,8.10742280732413e-06,0.000113503919302538,1,0.987830042242203,434,3.56137043548976e-05,0.000498591860968567,1,0.866666666666667
1,global_fitness_total,PSO-LDIW,SAEPSO* [11],30,1551.57479703364,1549.98596369457,1.58883333906895,-23.6581953256497,26.8358620037876,0.128709365549935,0.898476117034888,1,0,0.0234990076246259,224,0.869300774752594,1,0,-0.0365591397849462
1,global_fitness_total,PSO-LDIW,UAPSO [25],30,1551.57479703364,1556.21406871824,-4.63927168460691,-45.4246636568884,36.1461202876746,-0.232641529439465,0.817673876433788,1,0,-0.0424743378288323,206,0.592804191425864,1,0,-0.113978494623656
1,global_fitness_total,FIPS,CLPSO,30,1762.81439350845,1958.72919715146,-195.914803643011,-229.896339833432,-161.933267452591,-11.7914258347842,1.3855583347322e-12,2.49400500251795e-11,1,-2.15280997162017,1,2.02126611625886e-06,5.11104007738794e-05,1,-0.995698924731183
1,global_fitness_total,FIPS,SAEPSO [11],30,1762.81439350845,1494.91258560642,267.90180790203,246.158901530761,289.644714273298,25.199975998774,0,0,1,4.6008651010391,465,1.82537145620998e-06,5.11104007738794e-05,1,1
1,global_fitness_total,FIPS,SAEPSO* [11],30,1762.81439350845,1549.98596369457,212.828429813886,184.786123743364,240.870735884408,15.522368675642,1.33226762955019e-15,2.53130849614536e-14,1,2.8339838231869,465,1.82537145620998e-06,5.11104007738794e-05,1,1
1,global_fitness_total,FIPS,UAPSO [25],30,1762.81439350845,1556.21406871824,206.60032479021,161.432186667454,251.768462912966,9.35493748236394,2.92993185269097e-10,4.98088414957465e-09,1,1.70797009438044,464,2.02126611625886e-06,5.11104007738794e-05,1,0.995698924731183
1,global_fitness_total,CLPSO,SAEPSO [11],30,1958.72919715146,1494.91258560642,463.816611545041,434.335546373185,493.297676716897,32.1769745058776,0,0,1,5.87468492304594,465,1.82537145620998e-06,5.11104007738794e-05,1,1
1,global_fitness_total,CLPSO,SAEPSO* [11],30,1958.72919715146,1549.98596369457,408.743233456897,368.389750822625,449.096716091169,20.7162733551336,0,0,1,3.78225674134997,465,1.82537145620998e-06,5.11104007738794e-05,1,1
1,global_fitness_total,CLPSO,UAPSO [25],30,1958.72919715146,1556.21406871824,402.515128433221,356.266915413074,448.763341453369,17.8003822918717,0,0,1,3.24989030449121,465,1.82537145620998e-06,5.11104007738794e-05,1,1
1,global_fitness_total,SAEPSO [11],SAEPSO* [11],30,1494.91258560642,1549.98596369457,-55.073378088144,-84.42863720681,-25.7181189694779,-3.83705369121041,0.000621558511086695,0.00745870213304034,1,-0.700546953678135,78,0.00153742881590491,0.0184491457908589,1,-0.664516129032258
1,global_fitness_total,SAEPSO [11],UAPSO [25],30,1494.91258560642,1556.21406871824,-61.3014831118198,-100.901151192154,-21.7018150314858,-3.16607730428569,0.00361824612682304,0.0361824612682304,1,-0.578043986120807,92,0.00398221030461876,0.0438043133508064,1,-0.604301075268817
1,global_fitness_total,SAEPSO* [11],UAPSO [25],30,1549.98596369457,1556.21406871824,-6.22810502367586,-42.5909539791219,30.1347439317701,-0.350299973037973,0.728645227278063,1,0,-0.0639557323754497,202,0.537201627548259,1,0,-0.131182795698925
