scenario_id,metric_name,algorithm,n_valid,mean,std,median,min,max,average_rank,significant_wins_holm_t,friedman_chi_square,friedman_df,friedman_p,n_friedman_runs
3,global_fitness_total,AFSACPSO,30,1639.15442146015,117.060559840703,1649.46553522066,1425.29837913322,1941.95783711224,4.16666666666667,1,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,PSO-Standard,30,1762.46453376338,206.048769453361,1733.11432484223,1335.54387602945,2322.06297867166,5.66666666666667,1,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,PSO-LDIW,30,1630.3046726494,91.6229496385412,1649.57640145681,1395.19190649199,1801.08765898039,4.23333333333333,2,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,FIPS,30,1690.3461666719,171.708087459694,1643.55442018788,1420.12617688398,2144.79632540753,4.73333333333333,1,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,CLPSO,30,2119.14827886832,190.227864692527,2145.16667015468,1692.43568490398,2514.96825532138,7.7,0,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,SAEPSO [11],30,1590.0351135024,33.2690464610317,1585.00964959399,1530.9976138584,1653.66246756074,3.1,2,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,SAEPSO* [11],30,1538.65281867925,147.136567302809,1488.02642112455,1372.83127371344,1897.48626214139,2.66666666666667,3,88.7333333333333,7,2.22044604925031e-16,30
3,global_fitness_total,UAPSO [25],30,1698.3917770033,409.895330254769,1536.78557888306,1347.50528972987,3061.44525607599,3.73333333333333,1,88.7333333333333,7,2.22044604925031e-16,30
